Subbasin,Year,Months,Area,BMP_0,BMP_1,BMP_2,BMP_3,BMP_4,BMP_5,BMP_6,BMP_7,BMP_8,BMP_9,BMP_10,BMP_11,BMP_12,BMP_13,BMP_14,BMP_15,BMP_16,BMP_17,BMP_18,BMP_19,BMP_20,BMP_21,BMP_22,BMP_23,BMP_24,BMP_25,BMP_26,BMP_27,BMP_28,BMP_29,BMP_30,BMP_31,BMP_32,BMP_33,BMP_34,BMP_35,BMP_36,BMP_37,BMP_38,BMP_39,BMP_40,BMP_41,BMP_42,BMP_43,BMP_44,BMP_45,BMP_46,BMP_47,BMP_48,BMP_49,BMP_50,BMP_51,BMP_52,BMP_53,BMP_54,BMP_55,BMP56,BMP57,BMP58,BMP59,BMP60,BMP61
14,2016,1,6459.722758,0.083,0.084,0.073,0.072,0.082,0.072,0.071,0.081,0.07,0.07,0.051,0.044,0.044,0.047,0.042,0.042,0.047,0.041,0.041,0.084,0.073,0.072,0.082,0.071,0.071,0.08,0.07,0.07,0.051,0.044,0.044,0.047,0.042,0.042,0.047,0.041,0.041,0.084,0.073,0.072,0.082,0.071,0.071,0.08,0.07,0.07,0.051,0.044,0.044,0.047,0.042,0.042,0.047,0.041,0.041,0.001,0.083,0.083,0.083,0.083,0.083,0.083
15,2016,1,6765.943223,0.056,0.057,0.05,0.05,0.052,0.046,0.046,0.05,0.045,0.045,0.036,0.032,0.031,0.031,0.028,0.028,0.029,0.026,0.026,0.057,0.05,0.05,0.052,0.046,0.046,0.05,0.045,0.045,0.036,0.032,0.031,0.031,0.028,0.028,0.029,0.026,0.026,0.057,0.05,0.05,0.052,0.046,0.046,0.05,0.045,0.045,0.036,0.032,0.031,0.031,0.028,0.028,0.029,0.026,0.026,0.001,0.056,0.056,0.056,0.056,0.056,0.056
16,2016,1,14016.4601,0.063,0.064,0.059,0.059,0.059,0.054,0.054,0.057,0.052,0.052,0.039,0.035,0.035,0.034,0.031,0.031,0.032,0.03,0.03,0.064,0.059,0.059,0.059,0.054,0.054,0.057,0.052,0.052,0.039,0.035,0.035,0.034,0.031,0.031,0.032,0.03,0.03,0.064,0.059,0.059,0.059,0.054,0.054,0.057,0.052,0.052,0.039,0.035,0.035,0.034,0.031,0.031,0.032,0.03,0.03,0,0.063,0.063,0.063,0.063,0.063,0.063
17,2016,1,12348.65779,0.091,0.092,0.077,0.077,0.09,0.076,0.076,0.09,0.076,0.076,0.048,0.04,0.04,0.045,0.038,0.038,0.045,0.038,0.038,0.092,0.077,0.077,0.09,0.076,0.076,0.09,0.076,0.076,0.048,0.04,0.04,0.045,0.038,0.038,0.045,0.038,0.038,0.092,0.077,0.077,0.09,0.076,0.076,0.09,0.076,0.076,0.048,0.04,0.04,0.045,0.038,0.038,0.045,0.038,0.038,0.002,0.091,0.091,0.091,0.091,0.091,0.091
18,2016,1,7060.228951,0.104,0.106,0.092,0.092,0.101,0.09,0.089,0.1,0.089,0.088,0.057,0.05,0.05,0.052,0.046,0.046,0.051,0.045,0.045,0.105,0.092,0.092,0.101,0.09,0.089,0.1,0.089,0.088,0.057,0.05,0.05,0.052,0.046,0.046,0.051,0.045,0.045,0.105,0.092,0.092,0.101,0.089,0.089,0.1,0.089,0.088,0.057,0.05,0.05,0.052,0.046,0.046,0.051,0.045,0.045,0.002,0.104,0.104,0.104,0.104,0.104,0.104
19,2016,1,538.7279179,0.017,0.017,0.013,0.012,0.018,0.014,0.014,0.018,0.014,0.014,0.005,0.004,0.004,0.005,0.004,0.004,0.005,0.004,0.004,0.017,0.013,0.012,0.018,0.014,0.014,0.018,0.014,0.014,0.005,0.004,0.004,0.005,0.004,0.004,0.005,0.004,0.004,0.017,0.013,0.012,0.018,0.014,0.014,0.018,0.014,0.014,0.005,0.004,0.004,0.005,0.004,0.004,0.005,0.004,0.004,0.002,0.017,0.017,0.017,0.017,0.017,0.017
20,2016,1,5128.848334,0.055,0.055,0.051,0.051,0.051,0.047,0.047,0.05,0.046,0.046,0.038,0.035,0.035,0.033,0.031,0.031,0.032,0.03,0.03,0.055,0.051,0.051,0.051,0.047,0.047,0.05,0.046,0.046,0.038,0.035,0.035,0.033,0.031,0.031,0.032,0.03,0.03,0.055,0.051,0.051,0.051,0.047,0.047,0.05,0.046,0.046,0.038,0.035,0.035,0.033,0.031,0.031,0.032,0.03,0.03,0,0.055,0.055,0.055,0.055,0.055,0.055
21,2016,1,11608.20591,0.058,0.059,0.055,0.054,0.054,0.05,0.05,0.053,0.049,0.049,0.042,0.039,0.039,0.037,0.034,0.034,0.036,0.033,0.033,0.059,0.055,0.054,0.054,0.05,0.05,0.053,0.049,0.049,0.042,0.039,0.039,0.037,0.034,0.034,0.036,0.033,0.033,0.059,0.054,0.054,0.054,0.05,0.05,0.053,0.049,0.049,0.042,0.039,0.039,0.037,0.034,0.034,0.036,0.033,0.033,0,0.058,0.058,0.058,0.058,0.058,0.058
22,2016,1,10527.44521,0.057,0.058,0.054,0.054,0.053,0.049,0.049,0.051,0.047,0.047,0.042,0.039,0.039,0.037,0.034,0.034,0.036,0.033,0.033,0.058,0.054,0.054,0.053,0.049,0.049,0.051,0.047,0.047,0.042,0.039,0.039,0.037,0.034,0.034,0.036,0.033,0.033,0.058,0.054,0.054,0.053,0.049,0.049,0.051,0.047,0.047,0.042,0.039,0.039,0.037,0.034,0.034,0.036,0.033,0.033,0,0.057,0.057,0.057,0.057,0.057,0.057
23,2016,1,5632.50742,0.069,0.07,0.06,0.06,0.068,0.059,0.059,0.066,0.058,0.058,0.035,0.031,0.031,0.032,0.029,0.029,0.034,0.029,0.029,0.07,0.06,0.06,0.068,0.059,0.059,0.066,0.058,0.058,0.035,0.031,0.031,0.032,0.029,0.029,0.033,0.029,0.029,0.07,0.06,0.06,0.068,0.059,0.059,0.066,0.058,0.058,0.035,0.031,0.031,0.032,0.029,0.029,0.033,0.029,0.029,0,0.069,0.069,0.069,0.069,0.069,0.069
24,2016,1,7478.485416,0.052,0.054,0.049,0.049,0.05,0.045,0.045,0.048,0.044,0.044,0.042,0.038,0.038,0.037,0.034,0.034,0.036,0.033,0.033,0.054,0.049,0.048,0.05,0.045,0.045,0.048,0.044,0.044,0.042,0.038,0.038,0.037,0.034,0.034,0.036,0.033,0.033,0.054,0.049,0.048,0.05,0.045,0.045,0.048,0.044,0.044,0.042,0.038,0.038,0.037,0.034,0.034,0.036,0.033,0.033,0,0.052,0.052,0.052,0.052,0.052,0.052
25,2016,1,6404.892316,0.039,0.04,0.035,0.035,0.038,0.033,0.033,0.037,0.032,0.032,0.023,0.02,0.02,0.02,0.018,0.018,0.019,0.017,0.017,0.04,0.035,0.035,0.038,0.033,0.033,0.037,0.032,0.032,0.023,0.02,0.02,0.02,0.018,0.018,0.019,0.017,0.017,0.04,0.035,0.035,0.038,0.033,0.033,0.037,0.032,0.032,0.023,0.02,0.02,0.02,0.018,0.018,0.019,0.017,0.017,0.001,0.039,0.039,0.039,0.039,0.039,0.039
26,2016,1,15291.53204,0.05,0.051,0.044,0.044,0.047,0.041,0.041,0.045,0.04,0.04,0.029,0.026,0.026,0.025,0.023,0.023,0.025,0.023,0.023,0.051,0.044,0.044,0.047,0.041,0.041,0.045,0.04,0.04,0.029,0.026,0.026,0.026,0.023,0.023,0.025,0.023,0.023,0.051,0.044,0.044,0.047,0.041,0.041,0.045,0.04,0.04,0.029,0.026,0.026,0.026,0.023,0.023,0.025,0.023,0.023,0.001,0.05,0.05,0.05,0.05,0.05,0.05
27,2016,1,9188.727004,0.039,0.04,0.035,0.035,0.039,0.034,0.034,0.038,0.034,0.034,0.021,0.019,0.019,0.018,0.016,0.016,0.018,0.016,0.016,0.04,0.035,0.035,0.039,0.034,0.034,0.038,0.034,0.034,0.02,0.018,0.018,0.018,0.016,0.016,0.018,0.016,0.016,0.04,0.035,0.035,0.038,0.034,0.034,0.038,0.034,0.034,0.02,0.017,0.017,0.018,0.016,0.016,0.018,0.016,0.016,0,0.039,0.039,0.039,0.039,0.039,0.039
28,2016,1,7252.765203,0.028,0.029,0.027,0.027,0.027,0.025,0.025,0.025,0.024,0.024,0.019,0.018,0.018,0.017,0.016,0.016,0.016,0.015,0.015,0.029,0.027,0.027,0.026,0.025,0.025,0.025,0.024,0.024,0.019,0.018,0.018,0.017,0.016,0.016,0.016,0.015,0.015,0.029,0.027,0.027,0.027,0.025,0.025,0.025,0.024,0.024,0.019,0.018,0.018,0.017,0.016,0.016,0.016,0.015,0.015,0.001,0.028,0.028,0.028,0.028,0.028,0.028
29,2016,1,6862.579029,0.044,0.046,0.031,0.031,0.042,0.03,0.029,0.041,0.028,0.028,0.024,0.016,0.016,0.021,0.014,0.014,0.019,0.013,0.013,0.046,0.031,0.031,0.042,0.03,0.029,0.041,0.028,0.028,0.024,0.016,0.016,0.02,0.014,0.014,0.019,0.013,0.013,0.046,0.031,0.031,0.042,0.03,0.029,0.041,0.028,0.028,0.023,0.015,0.015,0.02,0.014,0.013,0.019,0.013,0.012,0,0.044,0.044,0.044,0.044,0.044,0.044
30,2016,1,7913.705765,0.036,0.037,0.027,0.027,0.034,0.025,0.025,0.032,0.024,0.024,0.024,0.018,0.018,0.02,0.015,0.015,0.019,0.015,0.015,0.037,0.027,0.027,0.034,0.025,0.025,0.032,0.024,0.024,0.024,0.018,0.018,0.02,0.015,0.015,0.02,0.015,0.015,0.037,0.027,0.027,0.034,0.025,0.025,0.032,0.024,0.024,0.024,0.018,0.018,0.02,0.015,0.015,0.02,0.015,0.015,0.001,0.036,0.036,0.036,0.036,0.036,0.036
31,2016,1,1022.118244,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003
32,2016,1,3680.672096,0.01,0.011,0.009,0.009,0.011,0.009,0.009,0.01,0.009,0.009,0.005,0.004,0.004,0.004,0.004,0.004,0.004,0.003,0.003,0.011,0.009,0.009,0.011,0.009,0.009,0.01,0.009,0.009,0.005,0.004,0.004,0.004,0.004,0.004,0.004,0.003,0.003,0.011,0.009,0.009,0.011,0.009,0.009,0.01,0.009,0.009,0.005,0.004,0.004,0.004,0.004,0.004,0.004,0.003,0.003,0.001,0.01,0.01,0.01,0.01,0.01,0.01
33,2016,1,16171.59151,0.027,0.026,0.024,0.024,0.024,0.023,0.023,0.023,0.022,0.022,0.016,0.015,0.015,0.015,0.014,0.014,0.014,0.013,0.013,0.026,0.024,0.024,0.024,0.023,0.023,0.023,0.022,0.022,0.016,0.015,0.015,0.015,0.014,0.014,0.014,0.013,0.013,0.026,0.024,0.024,0.024,0.023,0.023,0.023,0.022,0.022,0.016,0.015,0.015,0.015,0.014,0.013,0.014,0.013,0.013,0.001,0.027,0.027,0.027,0.027,0.027,0.027
34,2016,1,12564.10839,0.011,0.011,0.01,0.01,0.011,0.01,0.01,0.011,0.01,0.01,0.003,0.003,0.003,0.003,0.002,0.002,0.002,0.002,0.002,0.011,0.01,0.01,0.011,0.01,0.01,0.011,0.01,0.01,0.003,0.003,0.003,0.003,0.002,0.002,0.002,0.002,0.002,0.011,0.01,0.01,0.011,0.01,0.01,0.011,0.01,0.01,0.003,0.003,0.003,0.003,0.002,0.002,0.002,0.002,0.002,0,0.011,0.011,0.011,0.011,0.011,0.011
35,2016,1,17982.72044,0.035,0.036,0.029,0.029,0.032,0.027,0.027,0.03,0.025,0.025,0.018,0.014,0.014,0.015,0.012,0.012,0.013,0.011,0.011,0.036,0.029,0.029,0.032,0.027,0.027,0.03,0.025,0.025,0.018,0.014,0.014,0.015,0.012,0.012,0.013,0.011,0.011,0.036,0.029,0.029,0.032,0.027,0.027,0.03,0.025,0.025,0.018,0.014,0.014,0.015,0.012,0.012,0.013,0.011,0.011,0,0.035,0.035,0.035,0.035,0.035,0.035
36,2016,1,14641.88385,0.016,0.016,0.015,0.015,0.015,0.013,0.013,0.014,0.013,0.013,0.005,0.005,0.005,0.004,0.004,0.004,0.004,0.003,0.003,0.016,0.015,0.015,0.015,0.013,0.013,0.014,0.013,0.013,0.005,0.005,0.005,0.004,0.004,0.004,0.004,0.003,0.003,0.016,0.015,0.015,0.015,0.013,0.013,0.014,0.013,0.013,0.005,0.005,0.005,0.004,0.004,0.004,0.004,0.003,0.003,0,0.016,0.016,0.016,0.016,0.016,0.016
37,2016,1,6227.688638,0.021,0.022,0.014,0.013,0.021,0.013,0.013,0.02,0.013,0.013,0.01,0.007,0.007,0.009,0.006,0.006,0.008,0.006,0.006,0.022,0.014,0.013,0.021,0.013,0.013,0.02,0.013,0.013,0.01,0.007,0.007,0.009,0.006,0.006,0.008,0.006,0.006,0.022,0.014,0.013,0.021,0.013,0.013,0.02,0.013,0.013,0.01,0.007,0.007,0.008,0.006,0.006,0.008,0.006,0.006,0.001,0.021,0.021,0.021,0.021,0.021,0.021
38,2016,1,5046.446297,0.035,0.036,0.032,0.032,0.035,0.032,0.032,0.035,0.031,0.031,0.019,0.017,0.017,0.016,0.014,0.014,0.016,0.014,0.014,0.036,0.032,0.032,0.035,0.032,0.032,0.035,0.031,0.031,0.018,0.016,0.016,0.016,0.014,0.014,0.016,0.014,0.014,0.036,0.032,0.032,0.035,0.032,0.032,0.035,0.031,0.031,0.018,0.016,0.016,0.016,0.014,0.014,0.017,0.015,0.015,0,0.035,0.035,0.035,0.035,0.035,0.035
39,2016,1,12235.42156,0.028,0.029,0.025,0.025,0.026,0.022,0.022,0.024,0.02,0.02,0.014,0.012,0.012,0.011,0.01,0.01,0.01,0.008,0.008,0.029,0.025,0.025,0.026,0.022,0.022,0.024,0.02,0.02,0.014,0.012,0.012,0.011,0.01,0.01,0.01,0.008,0.008,0.029,0.025,0.025,0.026,0.022,0.022,0.024,0.02,0.02,0.014,0.012,0.012,0.011,0.01,0.01,0.01,0.008,0.008,0,0.028,0.028,0.028,0.028,0.028,0.028
40,2016,1,4231.520694,0.041,0.039,0.033,0.032,0.038,0.032,0.032,0.037,0.031,0.031,0.018,0.016,0.016,0.017,0.015,0.014,0.016,0.014,0.014,0.039,0.033,0.032,0.038,0.032,0.032,0.037,0.031,0.031,0.018,0.016,0.016,0.017,0.015,0.014,0.016,0.014,0.014,0.039,0.033,0.032,0.038,0.032,0.032,0.037,0.031,0.031,0.018,0.016,0.016,0.016,0.014,0.014,0.016,0.014,0.014,0,0.041,0.041,0.041,0.041,0.041,0.041
41,2016,1,8730.921953,0.039,0.04,0.035,0.035,0.037,0.033,0.032,0.035,0.031,0.031,0.015,0.013,0.013,0.013,0.011,0.011,0.011,0.01,0.01,0.04,0.035,0.035,0.037,0.032,0.032,0.035,0.031,0.031,0.015,0.013,0.013,0.013,0.011,0.011,0.011,0.01,0.01,0.04,0.035,0.035,0.037,0.032,0.032,0.035,0.031,0.031,0.015,0.013,0.013,0.013,0.011,0.011,0.011,0.01,0.01,0,0.039,0.039,0.039,0.039,0.039,0.039
42,2016,1,9150.463174,0.047,0.048,0.032,0.032,0.045,0.031,0.03,0.043,0.029,0.029,0.023,0.016,0.016,0.021,0.014,0.014,0.019,0.013,0.013,0.048,0.032,0.032,0.045,0.031,0.03,0.043,0.029,0.029,0.023,0.016,0.016,0.02,0.014,0.014,0.019,0.013,0.013,0.048,0.032,0.032,0.044,0.031,0.03,0.043,0.029,0.029,0.023,0.015,0.015,0.02,0.014,0.014,0.019,0.013,0.013,0,0.047,0.047,0.047,0.047,0.047,0.047
43,2016,1,6982.856064,0.038,0.039,0.036,0.036,0.034,0.032,0.032,0.032,0.03,0.03,0.016,0.015,0.015,0.013,0.012,0.012,0.012,0.011,0.011,0.039,0.036,0.036,0.034,0.032,0.032,0.032,0.03,0.03,0.016,0.015,0.015,0.013,0.012,0.012,0.012,0.011,0.011,0.039,0.036,0.036,0.034,0.032,0.032,0.032,0.03,0.03,0.016,0.015,0.015,0.013,0.012,0.012,0.012,0.011,0.011,0,0.038,0.038,0.038,0.038,0.038,0.038
44,2016,1,6020.301584,0.046,0.043,0.04,0.039,0.04,0.037,0.037,0.039,0.036,0.036,0.022,0.02,0.02,0.019,0.017,0.017,0.018,0.017,0.017,0.043,0.04,0.039,0.04,0.037,0.037,0.039,0.036,0.036,0.022,0.02,0.019,0.019,0.017,0.017,0.018,0.017,0.017,0.043,0.04,0.039,0.04,0.037,0.037,0.039,0.036,0.036,0.022,0.02,0.019,0.019,0.017,0.017,0.018,0.017,0.017,0,0.046,0.046,0.046,0.046,0.046,0.046
45,2016,1,9546.980178,0.035,0.036,0.034,0.034,0.032,0.03,0.03,0.03,0.028,0.028,0.015,0.014,0.014,0.012,0.012,0.012,0.011,0.01,0.01,0.036,0.034,0.034,0.032,0.03,0.03,0.03,0.028,0.028,0.015,0.014,0.014,0.012,0.012,0.012,0.011,0.01,0.01,0.036,0.034,0.034,0.032,0.03,0.03,0.03,0.028,0.028,0.015,0.014,0.014,0.012,0.012,0.012,0.011,0.01,0.01,0,0.035,0.035,0.035,0.035,0.035,0.035
1,2016,2,8572.524772,0.012,0.012,0.01,0.009,0.011,0.009,0.009,0.01,0.008,0.008,0.006,0.005,0.005,0.005,0.004,0.004,0.005,0.004,0.004,0.012,0.01,0.009,0.011,0.009,0.009,0.01,0.008,0.008,0.006,0.005,0.005,0.005,0.004,0.004,0.005,0.004,0.004,0.012,0.01,0.009,0.011,0.009,0.009,0.01,0.008,0.008,0.006,0.005,0.005,0.005,0.004,0.004,0.005,0.004,0.004,0,0.012,0.012,0.012,0.012,0.012,0.012
2,2016,2,8158.536751,0.012,0.013,0.008,0.008,0.011,0.007,0.007,0.01,0.007,0.007,0.008,0.005,0.005,0.006,0.004,0.004,0.006,0.004,0.004,0.013,0.008,0.008,0.011,0.007,0.007,0.01,0.007,0.007,0.008,0.005,0.005,0.006,0.004,0.004,0.006,0.004,0.004,0.013,0.008,0.008,0.011,0.007,0.007,0.01,0.007,0.007,0.008,0.005,0.005,0.006,0.004,0.004,0.006,0.004,0.004,0,0.012,0.012,0.012,0.012,0.012,0.012
3,2016,2,15331.04682,0.013,0.013,0.009,0.009,0.011,0.008,0.008,0.01,0.008,0.008,0.009,0.006,0.006,0.007,0.005,0.005,0.006,0.005,0.005,0.013,0.009,0.009,0.011,0.008,0.008,0.01,0.008,0.008,0.009,0.006,0.006,0.007,0.005,0.005,0.006,0.005,0.005,0.013,0.009,0.009,0.011,0.008,0.008,0.01,0.008,0.008,0.009,0.006,0.006,0.007,0.005,0.005,0.006,0.005,0.005,0,0.013,0.013,0.013,0.013,0.013,0.013
4,2016,2,8968.593807,0.011,0.011,0.008,0.008,0.009,0.007,0.007,0.008,0.006,0.007,0.007,0.005,0.005,0.005,0.004,0.004,0.005,0.004,0.004,0.011,0.008,0.008,0.009,0.007,0.007,0.008,0.006,0.006,0.007,0.005,0.005,0.005,0.004,0.004,0.005,0.004,0.004,0.011,0.009,0.008,0.009,0.007,0.007,0.008,0.007,0.006,0.007,0.005,0.005,0.005,0.004,0.004,0.005,0.004,0.004,0,0.011,0.011,0.011,0.011,0.011,0.011
5,2016,2,11720.36025,0.013,0.011,0.009,0.009,0.01,0.008,0.01,0.009,0.008,0.009,0.007,0.006,0.006,0.006,0.005,0.006,0.006,0.005,0.005,0.011,0.009,0.009,0.01,0.01,0.008,0.009,0.008,0.008,0.007,0.006,0.006,0.007,0.005,0.005,0.006,0.005,0.005,0.011,0.011,0.009,0.01,0.008,0.008,0.009,0.009,0.008,0.007,0.007,0.006,0.006,0.005,0.005,0.006,0.005,0.005,0,0.011,0.011,0.011,0.011,0.011,0.011
6,2016,2,6085.883429,0.014,0.014,0.01,0.009,0.011,0.008,0.008,0.01,0.007,0.007,0.007,0.005,0.005,0.005,0.004,0.004,0.005,0.004,0.003,0.014,0.01,0.009,0.011,0.008,0.008,0.01,0.007,0.007,0.007,0.005,0.005,0.005,0.004,0.004,0.005,0.004,0.003,0.014,0.01,0.009,0.011,0.008,0.008,0.01,0.007,0.007,0.007,0.005,0.005,0.005,0.004,0.004,0.005,0.004,0.003,0,0.014,0.014,0.014,0.014,0.014,0.014
7,2016,2,1738.092101,0.007,0.007,0.006,0.006,0.006,0.005,0.005,0.006,0.005,0.005,0.004,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.007,0.006,0.006,0.006,0.005,0.005,0.006,0.005,0.005,0.004,0.004,0.004,0.003,0.003,0.003,0.003,0.003,0.003,0.007,0.006,0.006,0.006,0.005,0.005,0.006,0.005,0.005,0.004,0.004,0.004,0.003,0.003,0.003,0.003,0.003,0.003,0,0.007,0.007,0.007,0.007,0.007,0.007
8,2016,2,908.9749891,0.043,0.043,0.03,0.03,0.035,0.025,0.025,0.034,0.025,0.024,0.002,0.001,0.001,0.002,0.001,0.001,0.002,0.001,0.001,0.043,0.03,0.03,0.035,0.025,0.025,0.034,0.025,0.024,0.002,0.001,0.001,0.002,0.001,0.001,0.002,0.001,0.001,0.039,0.027,0.027,0.03,0.022,0.021,0.029,0.021,0.021,0.002,0.001,0.001,0.002,0.001,0.001,0.002,0.001,0.001,0,0.043,0.043,0.043,0.043,0.043,0.043
9,2016,2,6735.624618,0.006,0.006,0.005,0.005,0.005,0.004,0.004,0.005,0.004,0.004,0.004,0.003,0.003,0.003,0.003,0.003,0.003,0.002,0.002,0.006,0.005,0.005,0.005,0.004,0.004,0.005,0.004,0.004,0.004,0.003,0.003,0.003,0.003,0.003,0.003,0.002,0.002,0.006,0.005,0.005,0.005,0.004,0.004,0.005,0.004,0.004,0.004,0.003,0.003,0.003,0.003,0.003,0.003,0.002,0.002,0,0.006,0.006,0.006,0.006,0.006,0.006
10,2016,2,4302.512045,0.008,0.008,0.007,0.007,0.007,0.006,0.006,0.006,0.006,0.006,0.005,0.004,0.004,0.004,0.003,0.003,0.003,0.003,0.003,0.008,0.007,0.007,0.007,0.006,0.006,0.006,0.006,0.006,0.005,0.004,0.004,0.004,0.003,0.003,0.003,0.003,0.003,0.008,0.007,0.007,0.007,0.006,0.006,0.006,0.006,0.006,0.005,0.004,0.004,0.004,0.003,0.003,0.003,0.003,0.003,0,0.008,0.008,0.008,0.008,0.008,0.008
11,2016,2,5087.668444,0.007,0.007,0.006,0.006,0.006,0.005,0.005,0.005,0.004,0.004,0.005,0.004,0.004,0.004,0.003,0.003,0.003,0.003,0.003,0.007,0.006,0.006,0.006,0.005,0.005,0.005,0.004,0.004,0.005,0.004,0.004,0.004,0.003,0.003,0.003,0.003,0.003,0.007,0.006,0.006,0.006,0.005,0.005,0.005,0.004,0.004,0.005,0.004,0.004,0.004,0.003,0.003,0.003,0.003,0.003,0,0.007,0.007,0.007,0.007,0.007,0.007
12,2016,2,6229.751007,0.014,0.014,0.01,0.01,0.012,0.009,0.009,0.011,0.009,0.009,0.009,0.006,0.006,0.007,0.005,0.005,0.007,0.005,0.005,0.014,0.01,0.01,0.012,0.009,0.009,0.011,0.009,0.009,0.009,0.006,0.006,0.007,0.005,0.005,0.007,0.005,0.005,0.014,0.01,0.01,0.012,0.009,0.009,0.011,0.009,0.009,0.009,0.006,0.006,0.007,0.005,0.005,0.007,0.005,0.005,0,0.014,0.014,0.014,0.014,0.014,0.014
13,2016,2,9504.033747,0.016,0.016,0.012,0.011,0.014,0.01,0.01,0.013,0.01,0.01,0.009,0.006,0.006,0.007,0.005,0.005,0.007,0.005,0.005,0.016,0.012,0.011,0.014,0.01,0.01,0.013,0.01,0.01,0.009,0.006,0.006,0.007,0.005,0.005,0.007,0.005,0.005,0.016,0.012,0.011,0.014,0.01,0.01,0.013,0.01,0.01,0.009,0.006,0.006,0.007,0.005,0.005,0.007,0.005,0.005,0.001,0.016,0.016,0.016,0.016,0.016,0.016
14,2016,2,6459.722758,0.015,0.015,0.012,0.012,0.013,0.01,0.01,0.013,0.01,0.01,0.009,0.007,0.006,0.008,0.006,0.006,0.007,0.006,0.006,0.015,0.012,0.012,0.013,0.01,0.01,0.013,0.01,0.01,0.009,0.007,0.006,0.008,0.006,0.006,0.007,0.006,0.006,0.015,0.012,0.012,0.013,0.01,0.01,0.013,0.01,0.01,0.009,0.007,0.006,0.008,0.006,0.006,0.007,0.006,0.006,0,0.015,0.015,0.015,0.015,0.015,0.015
15,2016,2,6765.943223,0.01,0.01,0.008,0.008,0.009,0.007,0.007,0.008,0.006,0.006,0.005,0.004,0.004,0.004,0.004,0.004,0.005,0.004,0.003,0.01,0.008,0.008,0.009,0.007,0.007,0.008,0.006,0.006,0.005,0.004,0.004,0.004,0.004,0.004,0.005,0.004,0.004,0.01,0.008,0.008,0.009,0.007,0.007,0.008,0.006,0.006,0.005,0.004,0.004,0.004,0.004,0.004,0.005,0.004,0.004,0,0.01,0.01,0.01,0.01,0.01,0.01
16,2016,2,14016.4601,0.01,0.01,0.009,0.009,0.009,0.008,0.008,0.009,0.008,0.008,0.006,0.005,0.005,0.005,0.004,0.004,0.005,0.004,0.004,0.01,0.009,0.009,0.009,0.008,0.008,0.009,0.008,0.008,0.006,0.005,0.005,0.005,0.004,0.004,0.005,0.004,0.004,0.01,0.009,0.009,0.009,0.008,0.008,0.009,0.008,0.008,0.006,0.005,0.005,0.005,0.004,0.004,0.005,0.004,0.004,0,0.01,0.01,0.01,0.01,0.01,0.01
17,2016,2,12348.65779,0.018,0.018,0.013,0.013,0.016,0.012,0.012,0.016,0.012,0.012,0.009,0.007,0.007,0.008,0.006,0.006,0.008,0.006,0.006,0.018,0.013,0.013,0.016,0.012,0.012,0.016,0.012,0.012,0.009,0.007,0.007,0.008,0.006,0.006,0.008,0.006,0.006,0.018,0.013,0.013,0.016,0.012,0.012,0.016,0.012,0.012,0.009,0.007,0.007,0.008,0.006,0.006,0.008,0.006,0.006,0.001,0.018,0.018,0.018,0.018,0.018,0.018
18,2016,2,7060.228951,0.015,0.015,0.012,0.012,0.014,0.011,0.011,0.013,0.011,0.011,0.009,0.007,0.007,0.007,0.006,0.006,0.007,0.006,0.006,0.015,0.012,0.012,0.014,0.011,0.011,0.013,0.011,0.011,0.009,0.007,0.007,0.007,0.006,0.006,0.007,0.006,0.006,0.015,0.012,0.012,0.014,0.011,0.011,0.013,0.011,0.011,0.009,0.007,0.007,0.007,0.006,0.006,0.007,0.006,0.006,0,0.015,0.015,0.015,0.015,0.015,0.015
19,2016,2,538.7279179,0.007,0.007,0.005,0.004,0.007,0.005,0.004,0.007,0.004,0.004,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.007,0.005,0.004,0.007,0.005,0.004,0.007,0.004,0.004,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.007,0.005,0.004,0.007,0.005,0.004,0.007,0.004,0.004,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.007,0.007,0.007,0.007,0.007,0.007
20,2016,2,5128.848334,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.001,0.001,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.001,0.001,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.001,0.001,0,0.003,0.003,0.003,0.003,0.003,0.003
